total_rows,attempted_runs,completed_runs,failed_runs,blocked_runs,claim_valid,data_hash
145,55,55,0,90,False,2789c4666833ce5f25ca7d2bb324ce21aad7bbf525f379b4b7aabd5825e7ec2f
