total_rows,planned_runs,attempted_runs,completed_runs,synthetic_completed_runs,closed_loop_completed_runs,closed_loop_audit_valid_runs,closed_loop_metric_rows,full_contract_audit_valid_runs,valid_full_contract_false_blocked_runs,valid_full_contract_false_block_denominator,semantic_ablation_completed_pairs,semantic_ablation_metric_pairs,semantic_ablation_command_proxy_metric_runs,functional_naive_wrapper_completed_runs,functional_naive_wrapper_metric_runs,functional_naive_wrapper_invalid_evidence_accepted_runs,functional_naive_wrapper_invalid_acceptance_denominator,contract_invalid_evidence_rejected_runs,contract_invalid_evidence_rejection_denominator,attribution_improvement_invalid_rows,public_core_configured_rows,public_core_completed_runs,public_core_blocked_rows,optional_gated_configured_rows,optional_gated_blocked_rows,direct_actor_blocked_rows,closed_loop_scene_count,verified_required_category_count,required_category_count,unclassified_closed_loop_scene_count,scenario_category_coverage_claimed,scenario_category_coverage_claimed_int,contract_valid_closed_loop_rows,integration_or_evidence_invalid_closed_loop_rows,claim_valid_policy_benchmark_rows,policy_behavior_attributable_rows,policy_failure_attributable_rows,integration_failure_attributable_rows,diagnostic_not_policy_rows,non_policy_attributed_rows,failed_runs,blocked_runs,claim_valid,data_hash
103,0,79,79,55,24,18,24,18,0,18,6,6,6,6,6,6,6,6,6,6,12,12,0,24,24,24,6,0,6,6,False,0,18,6,0,18,0,24,61,85,0,24,False,7db98d2efebb442b6f6d8a57019513dd1b6d1319ed30c5ffdcdc94d96e589aa9
